ncbi_taxon_id,relative_abundance,scientific_name
86664,0.00608051,Bacillus flexus
29360,0.00608051,Cellulosilyticum lentocellum
45254,0.00608051,Dysgonomonas capnocytophagoides
1735,0.012161,Holdemanella biformis
204516,0.0334428,Bacteroides massiliensis
214851,0.00304025,Subdoligranulum variabile
1539,0.00912076,Clostridium malenominatum
1124188,0.0182415,Flavobacterium fontis
1659,0.00304025,Actinomyces israelii
397865,0.763103,Barnesiella viscericola
1352,0.0456038,Enterococcus faecium
1423,0.00608051,Bacillus subtilis
587,0.00608051,Providencia rettgeri
33043,0.00912076,Coprococcus eutactus
1404,0.00912076,Bacillus megaterium
37734,0.0425635,Enterococcus casseliflavus
365349,0.00304025,Pelosinus fermentans
633701,0.00304025,Prevotella saccharolytica
133453,0.00304025,Caldilinea aerophila
301302,0.00912076,Roseburia faecis
552810,0.00304025,Dehalogenimonas lykanthroporepellens
871324,0.00912076,Bacteroides stercorirosoris
165179,0.0212818,Prevotella copri
36835,0.0881673,[Clostridium] colinum
1564,0.00304025,Desulfotomaculum ruminis
762212,0.00608051,Bifidobacterium biavatii
376806,0.012161,Bacteroides gallinarum
1408,0.00608051,Bacillus pumilus
357276,0.340508,Bacteroides dorei
47246,0.00304025,[Clostridium] viride
328814,0.443877,Alistipes shahii
106648,0.00304025,Acinetobacter bereziniae
650643,0.00912076,Alistipes sp. RMA 9912
89014,0.0212818,Blautia luti
76853,0.00304025,Solibacillus silvestris
35825,0.00304025,Pseudobacteroides cellulosolvens
504487,0.00608051,Jejuia pallidilutea
41976,0.00608051,Porphyromonas catoniae
44674,0.00304025,Sulfurospirillum barnesii
1297750,0.291864,Bacteroides luti
291644,0.136811,Bacteroides salyersiae
246787,0.0212818,Bacteroides cellulosilyticus
1476,0.72358,Sporosarcina psychrophila
143393,0.127691,[Eubacterium] sulci
964,0.00304025,Herbaspirillum seropedicae
40518,0.00304025,Ruminococcus bromii
1303,0.012161,Streptococcus oralis
536633,0.00608051,Blautia glucerasea
90736,0.00304025,Moritella marina
197,0.00608051,Campylobacter jejuni
511062,0.00304025,Oceanimonas sp. GK1
58134,0.0182415,[Desulfotomaculum] guttoideum
39486,0.0760063,Dorea formicigenerans
28026,0.0729661,Bifidobacterium pseudocatenulatum
1535,0.0334428,[Clostridium] leptum
853,1.55661,Faecalibacterium prausnitzii
206403,0.00304025,Sulfurovum lithotrophicum
310300,0.00304025,Bacteroides pyogenes
410072,0.0425635,Coprococcus comes
39492,0.817828,[Eubacterium] siraeum
39497,0.0395233,Eubacterium xylanophilum
61435,0.00608051,Dehalococcoides mccartyi
69825,0.0182415,[Clostridium] indolis
823,0.24322,Parabacteroides distasonis
105612,0.00608051,Lactobacillus algidus
982,0.00304025,Saccharicrinis fermentans
152335,0.00304025,Lactobacillus suebicus
204038,0.036483,Dickeya dadantii
729,0.00608051,Haemophilus parainfluenzae
228603,0.00304025,Prevotella shahii
39488,0.012161,[Eubacterium] hallii
328813,1.17354,Alistipes onderdonkii
214858,0.012161,Bacteroides sp. DSM 12148
218284,0.00304025,Bacillus vietnamensis
387661,2.06129,Parabacteroides johnsonii
29466,0.00608051,Veillonella parvula
36850,0.00304025,Clostridium quinii
102684,0.00304025,Streptococcus infantarius
907,0.00608051,Megasphaera elsdenii
122355,0.00304025,Pseudomonas psychrophila
876,0.0334428,Desulfovibrio desulfuricans
358743,0.0304025,[Clostridium] citroniae
310298,0.0729661,Bacteroides coprocola
100176,0.0273623,Papillibacter cinnamivorans
387090,0.00304025,Bacteroides coprophilus
84110,0.0425635,Slackia heliotrinireducens
33037,0.00304025,Anaerococcus vaginalis
742013,0.00304025,Delftia sp. Cs1-4
36847,0.0760063,[Clostridium] neopropionicum
28117,2.69062,Alistipes putredinis
28080,0.0972881,Campylobacter upsaliensis
29375,0.00912076,[Clostridium] xylanolyticum
1493,0.00304025,Clostridium cellulovorans
1308,0.0152013,Streptococcus thermophilus
626937,0.249301,Christensenella minuta
28111,0.036483,Bacteroides eggerthii
53443,0.0334428,Blautia hydrogenotrophica
84112,0.00608051,Eggerthella lenta
384638,0.0273623,[Bacteroides] pectinophilus
28037,0.00304025,Streptococcus mitis
140626,0.00304025,Lachnobacterium bovis
31971,0.00912076,[Eubacterium] dolichum
52787,0.00912076,Anaerofilum pentosovorans
28135,0.00912076,Prevotella oris
39484,0.0668856,Eubacterium desmolans
44749,0.188496,Sporobacter termitidis
54911,0.00304025,Brevibacillus choshinensis
28137,0.00304025,Prevotella veroralis
42256,0.00304025,Rubrobacter radiotolerans
1264,0.0182415,Ruminococcus albus
35833,0.00304025,Bilophila wadsworthia
847,0.00304025,Oxalobacter formigenes
1134405,0.00304025,Melioribacter roseus
169435,0.0516843,Anaerotruncus colihominis
47678,0.349629,Bacteroides caccae
1015,0.00304025,Bergeyella zoohelcum
231447,0.00304025,Desulfobulbus japonicus
269261,0.00608051,Nitratifractor salsuginis
79882,0.00304025,Bacillus halmapalus
106588,0.012161,Pseudoflavonifractor capillosus
483,0.00304025,Neisseria cinerea
45851,4.14995,Butyrivibrio crossotus
29391,0.00304025,Gemella morbillorum
372484,0.00304025,Sanguibacter antarcticus
36745,0.0334428,Clostridium saccharoperbutylacetonicum
852,0.00304025,Fusobacterium perfoetens
52226,0.00912076,Mitsuokella multacida
1559,0.012161,Clostridium tertium
671267,0.00912076,Bacteroides sartorii
49338,0.00304025,Desulfitobacterium hafniense
28130,0.00304025,Prevotella disiens
83661,0.0790466,Desulfonispora thiosulfatigenes
264027,0.0881673,Algoriphagus marincola
46228,0.0334428,Ruminococcus lactaris
294710,0.00304025,Proteiniphilum acetatigenes
304268,0.00608051,Bacillus alkalitelluris
28454,0.00304025,Sphingobacterium multivorum
35517,0.024322,[Eubacterium] brachy
821,0.0851271,Bacteroides vulgatus
282402,0.00608051,Prevotella multiformis
429344,0.00304025,Maribacter polysiphoniae
264697,0.00912076,Bacillus muralis
126569,0.863432,Paenibacillus glycanilyticus
40519,0.0942478,Ruminococcus callidus
36834,0.0212818,Clostridium celatum
115979,0.00304025,Bacillus nealsonii
114702,0.00608051,Actinomyces lingnae
2024,0.00304025,Thermoactinomyces intermedius
1767,0.00304025,Mycobacterium intracellulare
28901,0.00912076,Salmonella enterica
291645,0.0547246,Bacteroides nordii
454602,0.00304025,Spongiibacter tropicus
28114,0.00304025,Porphyromonas levii
1124597,0.00304025,Magnetococcus marinus
185294,0.00304025,Prevotella paludivivens
29363,0.00304025,Clostridium paraputrificum
820,5.26268,Bacteroides uniformis
1736,0.00304025,Eubacterium limosum
487175,2.08865,Parasutterella excrementihominis
33032,0.00304025,Anaerococcus lactolyticus
817,0.0456038,Bacteroides fragilis
84026,0.392193,[Clostridium] methylpentosum
214856,0.00608051,Alistipes finegoldii
454154,1.0124,Paraprevotella clara
421767,0.00304025,Bacillus butanolivorans
28139,0.00608051,Rikenella microfusus
84030,0.012161,[Clostridium] saccharolyticum
33031,0.0577648,Peptoniphilus lacrimalis
40520,0.0577648,Blautia obeum
1161942,0.0152013,Ruminococcus champanellensis
1590651,0.0334428,Paenibacillus sp. VKM B-2647
239935,0.00912076,Akkermansia muciniphila
329854,0.291864,Bacteroides intestinalis
121039,0.00304025,Ferrimicrobium acidiphilum
290053,0.00304025,Bacteroides helcogenes
518643,0.00304025,Bifidobacterium mongoliense
61171,0.024322,Holdemania filiformis
301301,0.0273623,Roseburia hominis
732242,0.00304025,Bacteroides paurosaccharolyticus
691816,0.00912076,Bacteroides rodentium
28118,0.35875,Odoribacter splanchnicus
48256,0.00304025,[Clostridium] hungatei
169960,0.00608051,Arthrobacter gandavensis
125614,0.00304025,Thiothrix disciformis
358742,0.0547246,[Clostridium] aldenense
46503,0.0273623,Parabacteroides merdae
39485,0.0790466,[Eubacterium] eligens
1504,0.0668856,Clostridium septicum
824,0.00608051,Campylobacter gracilis
652716,0.00304025,Prevotella sp. oral taxon 299
1520,0.00304025,Clostridium beijerinckii
544645,0.133771,Butyricimonas virosa
1471,0.00304025,Bacillus methanolicus
360807,0.00304025,Roseburia inulinivorans
1121298,0.00608051,Clostridium amylolyticum
28125,0.00304025,Prevotella bivia
288965,0.0729661,[Clostridium] clariflavum
308994,0.252341,Dialister propionicifaciens
150240,0.00304025,Gemella cuniculi
39490,0.0425635,Eubacterium ramulus
371601,0.00304025,Bacteroides xylanisolvens
1512,0.0152013,[Clostridium] symbiosum
659243,0.00304025,Bacillus siamensis
39491,0.0152013,[Eubacterium] rectale
90241,0.00304025,Moraxella lincolnii
818,0.647574,Bacteroides thetaiotaomicron
33038,0.012161,[Ruminococcus] gnavus
46506,1.41068,Bacteroides stercoris
28141,0.00304025,Cronobacter sakazakii
1121961,0.100328,Hirschia maritima
745368,0.00304025,Gemmiger formicilis
89053,0.00304025,Gordonia amicalis
1302,0.00304025,Streptococcus gordonii
185300,0.00304025,Paludibacter propionicigenes
1492,0.0152013,Clostridium butyricum
206043,0.00304025,Actinomyces oricola
472113,0.0425635,Geofilum rubicundum
28446,0.0212818,[Clostridium] propionicum
885581,0.00304025,Desulfosporosinus acidiphilus
851,0.00912076,Fusobacterium nucleatum
1715347,0.0425635,Garciella sp. YIM G1-1
309120,0.0638453,Dialister micraerophilus
180311,0.00304025,Hespellia stercorisuis
562,0.179375,Escherichia coli
840,0.00304025,Prevotella loescheii
1304,0.00304025,Streptococcus salivarius
351091,0.4834,Oscillibacter valericigenes
28128,0.00304025,Prevotella corporis
341225,0.00304025,[Clostridium] saccharogumia
28116,0.407394,Bacteroides ovatus
328812,0.00912076,Parabacteroides goldsteinii
1515,0.918156,Ruminiclostridium thermocellum
1686,0.00304025,Bifidobacterium catenulatum
218538,0.00304025,Dialister invisus
1478,0.00304025,Bacillus simplex
167964,0.00304025,Anaerolinea thermophila
85831,0.462118,Bacteroides acidifaciens
376804,12.4164,Bacteroides barnesiae
196,0.00304025,Campylobacter fetus
261299,0.638453,Intestinibacter bartlettii
28112,0.00304025,Tannerella forsythia
-1,51.8242,Unknown
29348,0.00304025,[Clostridium] spiroforme
83771,0.00304025,Succinivibrio dextrinosolvens
1465754,0.234099,Alistipes timonensis
