ncbi_taxon_id,relative_abundance,scientific_name
853,19.2892,Faecalibacterium prausnitzii
39491,8.80234,[Eubacterium] rectale
40518,7.8387,Ruminococcus bromii
204516,5.36456,Bacteroides massiliensis
46506,4.22483,Bacteroides stercoris
821,3.93564,Bacteroides vulgatus
457412,3.34302,Ruminococcus sp. 5_1_39BFAA
1680,2.91558,Bifidobacterium adolescentis
674529,2.77629,Bacteroides faecis
28116,2.60207,Bacteroides ovatus
166486,2.52238,Roseburia intestinalis
487174,2.52046,Barnesiella intestinihominis
823,2.37996,Parabacteroides distasonis
360807,2.14434,Roseburia inulinivorans
410072,1.98902,Coprococcus comes
88431,1.6193,Dorea longicatena
74426,1.47767,Collinsella aerofaciens
39488,1.2563,[Eubacterium] hallii
820,1.18585,Bacteroides uniformis
40520,0.88105,Blautia obeum
1681,0.75308,Bifidobacterium bifidum
1118061,0.61042,Alistipes obesi
328814,0.6021,Alistipes shahii
33039,0.5178,[Ruminococcus] torques
46503,0.50773,Parabacteroides merdae
47678,0.43145,Bacteroides caccae
28111,0.37198,Bacteroides eggerthii
216816,0.32847,Bifidobacterium longum
850,0.26182,Fusobacterium mortiferum
1099853,0.25828,Coprobacter fastidiosus
165179,0.21107,Prevotella copri
310298,0.18994,Bacteroides coprocola
39486,0.18928,Dorea formicigenerans
357276,0.18219,Bacteroides dorei
649756,0.17517,Anaerostipes hadrus
658081,0.17077,Lachnospiraceae bacterium 1_1_57FAA
818,0.15486,Bacteroides thetaiotaomicron
562,0.14895,Escherichia coli
28117,0.13677,Alistipes putredinis
39490,0.11976,Eubacterium ramulus
371601,0.11175,Bacteroides xylanisolvens
658089,0.10237,Lachnospiraceae bacterium 5_1_63FAA
39496,0.08494,Eubacterium ventriosum
1304,0.07521,Streptococcus salivarius
658655,0.05807,Lachnospiraceae bacterium 1_4_56FAA
214856,0.04322,Alistipes finegoldii
1624,0.04272,Lactobacillus salivarius
328813,0.03711,Alistipes onderdonkii
301301,0.02369,Roseburia hominis
1309,0.01792,Streptococcus mutans
208479,0.01068,[Clostridium] bolteae
905,0.01029,Acidaminococcus fermentans
446660,0.01022,Adlercreutzia equolifaciens
33038,0.0093,[Ruminococcus] gnavus
218538,0.00875,Dialister invisus
261299,0.00843,Intestinibacter bartlettii
40519,0.00648,Ruminococcus callidus
907,0.00527,Megasphaera elsdenii
658087,0.00516,Lachnospiraceae bacterium 7_1_58FAA
292800,0.00456,Flavonifractor plautii
1735,0.0043,Holdemanella biformis
626940,0.00246,Phascolarctobacterium succinatutens
817,0.0006,Bacteroides fragilis
-1,13.926,Unknown
