ncbi_taxon_id,relative_abundance,scientific_name
165179,63.8221,Prevotella copri
626940,4.63058,Phascolarctobacterium succinatutens
310297,4.5619,Bacteroides plebeius
853,3.14998,Faecalibacterium prausnitzii
674529,1.89978,Bacteroides faecis
360807,1.75314,Roseburia inulinivorans
47678,1.41292,Bacteroides caccae
821,1.39373,Bacteroides vulgatus
46503,1.37956,Parabacteroides merdae
487174,1.17213,Barnesiella intestinihominis
457412,0.96931,Ruminococcus sp. 5_1_39BFAA
823,0.96034,Parabacteroides distasonis
40545,0.94278,Sutterella wadsworthensis
40518,0.64244,Ruminococcus bromii
88431,0.60773,Dorea longicatena
39488,0.59396,[Eubacterium] hallii
28118,0.49196,Odoribacter splanchnicus
454154,0.46643,Paraprevotella clara
301301,0.46627,Roseburia hominis
410072,0.45194,Coprococcus comes
46506,0.37972,Bacteroides stercoris
291644,0.37752,Bacteroides salyersiae
74426,0.3443,Collinsella aerofaciens
1735,0.32194,Holdemanella biformis
1681,0.28074,Bifidobacterium bifidum
39496,0.25974,Eubacterium ventriosum
328814,0.25386,Alistipes shahii
1680,0.17557,Bifidobacterium adolescentis
39486,0.17131,Dorea formicigenerans
820,0.16012,Bacteroides uniformis
33038,0.15064,[Ruminococcus] gnavus
1118061,0.13921,Alistipes obesi
40520,0.13264,Blautia obeum
214856,0.10361,Alistipes finegoldii
39490,0.09026,Eubacterium ramulus
658087,0.08679,Lachnospiraceae bacterium 7_1_58FAA
33039,0.08025,[Ruminococcus] torques
658082,0.07292,Lachnospiraceae bacterium 2_1_58FAA
28116,0.07081,Bacteroides ovatus
52226,0.05737,Mitsuokella multacida
454155,0.04416,Paraprevotella xylaniphila
35833,0.04289,Bilophila wadsworthia
658081,0.03978,Lachnospiraceae bacterium 1_1_57FAA
310298,0.03163,Bacteroides coprocola
28117,0.02614,Alistipes putredinis
818,0.01907,Bacteroides thetaiotaomicron
649756,0.01764,Anaerostipes hadrus
658089,0.01688,Lachnospiraceae bacterium 5_1_63FAA
53443,0.01606,Blautia hydrogenotrophica
292800,0.01521,Flavonifractor plautii
469610,0.01518,Burkholderiales bacterium 1_1_47
371601,0.01397,Bacteroides xylanisolvens
208479,0.01263,[Clostridium] bolteae
658655,0.0088,Lachnospiraceae bacterium 1_4_56FAA
665950,0.00604,Lachnospiraceae bacterium 3_1_46FAA
61171,0.00326,Holdemania filiformis
1304,0.00235,Streptococcus salivarius
1599,0.00215,Lactobacillus sakei
1522,0.00153,[Clostridium] innocuum
487175,0.00139,Parasutterella excrementihominis
1624,0.00118,Lactobacillus salivarius
39491,0.00063,[Eubacterium] rectale
328813,0.00063,Alistipes onderdonkii
552398,0.00035,Ruminococcaceae bacterium D16
-1,4.18215,Unknown
