ncbi_taxon_id,relative_abundance,scientific_name
853,12.3044,Faecalibacterium prausnitzii
165179,10.2904,Prevotella copri
626940,8.16039,Phascolarctobacterium succinatutens
39491,6.94513,[Eubacterium] rectale
40519,5.22484,Ruminococcus callidus
1680,4.89117,Bifidobacterium adolescentis
74426,4.68363,Collinsella aerofaciens
88431,4.53137,Dorea longicatena
33039,2.87332,[Ruminococcus] torques
46503,2.75283,Parabacteroides merdae
457412,2.70178,Ruminococcus sp. 5_1_39BFAA
39488,2.53685,[Eubacterium] hallii
907,1.99984,Megasphaera elsdenii
46228,1.92386,Ruminococcus lactaris
39486,1.54973,Dorea formicigenerans
905,1.39385,Acidaminococcus fermentans
410072,1.08074,Coprococcus comes
46506,0.97036,Bacteroides stercoris
823,0.65437,Parabacteroides distasonis
301301,0.60401,Roseburia hominis
1735,0.55668,Holdemanella biformis
40520,0.52376,Blautia obeum
821,0.47994,Bacteroides vulgatus
166486,0.44598,Roseburia intestinalis
52226,0.42642,Mitsuokella multacida
29361,0.41684,Tyzzerella nexilis
387090,0.3735,Bacteroides coprophilus
39490,0.3608,Eubacterium ramulus
360807,0.35019,Roseburia inulinivorans
1211813,0.27101,Candidatus Alistipes marseilloanorexicus AP11
328814,0.25968,Alistipes shahii
658081,0.25844,Lachnospiraceae bacterium 1_1_57FAA
328813,0.25808,Alistipes onderdonkii
40518,0.25479,Ruminococcus bromii
216816,0.23044,Bifidobacterium longum
310298,0.20966,Bacteroides coprocola
371601,0.20953,Bacteroides xylanisolvens
310297,0.2013,Bacteroides plebeius
39496,0.19316,Eubacterium ventriosum
116085,0.19288,Coprococcus catus
674529,0.15853,Bacteroides faecis
820,0.14836,Bacteroides uniformis
357276,0.09093,Bacteroides dorei
291644,0.08515,Bacteroides salyersiae
649756,0.07299,Anaerostipes hadrus
28116,0.06656,Bacteroides ovatus
47678,0.06126,Bacteroides caccae
454154,0.05907,Paraprevotella clara
338188,0.05673,Bacteroides finegoldii
113107,0.04955,Streptococcus australis
106588,0.04576,Pseudoflavonifractor capillosus
658089,0.03309,Lachnospiraceae bacterium 5_1_63FAA
562,0.02941,Escherichia coli
658087,0.02274,Lachnospiraceae bacterium 7_1_58FAA
39492,0.02116,[Eubacterium] siraeum
658657,0.02101,Erysipelotrichaceae bacterium 21_3
28026,0.02051,Bifidobacterium pseudocatenulatum
469614,0.01963,Erysipelotrichaceae bacterium 6_1_45
1304,0.0182,Streptococcus salivarius
261299,0.01611,Intestinibacter bartlettii
1686,0.01511,Bifidobacterium catenulatum
1328,0.01328,Streptococcus anginosus
552398,0.01317,Ruminococcaceae bacterium D16
1547,0.00926,Erysipelatoclostridium ramosum
28117,0.00785,Alistipes putredinis
33037,0.00674,Anaerococcus vaginalis
1287640,0.00582,Anaerococcus obesiensis
358743,0.00452,[Clostridium] citroniae
154046,0.0023,Hungatella hathewayi
-1,14.2792,Unknown
