ncbi_taxon_id,relative_abundance,scientific_name
47678,0.0351406,Bacteroides caccae
33034,0.0351406,Anaerococcus prevotii
167964,0.0100402,Anaerolinea thermophila
39496,0.0753012,Eubacterium ventriosum
47500,0.00502008,Aneurinibacillus migulanus
820,2.5251,Bacteroides uniformis
2702,0.0200803,Gardnerella vaginalis
33038,0.150602,[Ruminococcus] gnavus
61171,0.0803213,Holdemania filiformis
392838,0.0100402,Bacteroides propionicifaciens
44749,0.0200803,Sporobacter termitidis
310297,0.00502008,Bacteroides plebeius
472113,0.00502008,Geofilum rubicundum
291645,0.00502008,Bacteroides nordii
471189,0.0150602,Gordonibacter pamelaeae
28026,0.00502008,Bifidobacterium pseudocatenulatum
1114067,0.0200803,Weissella sp. NBRC 107245
1260,0.0200803,Finegoldia magna
39029,0.0100402,Megasphaera cerevisiae
38286,0.00502008,Corynebacterium afermentans
169435,0.125502,Anaerotruncus colihominis
536633,0.923695,Blautia glucerasea
341220,0.00502008,Lactonifactor longoviformis
1352,0.00502008,Enterococcus faecium
351091,0.165663,Oscillibacter valericigenes
208479,0.0702811,[Clostridium] bolteae
1512,0.64759,[Clostridium] symbiosum
1515,0.0502008,Ruminiclostridium thermocellum
572036,0.0100402,Pedobacter luteus
302449,0.00502008,Corynebacterium tuscaniense
309120,0.411647,Dialister micraerophilus
35785,0.0200803,Clostridium maximum
1379,0.0150602,Gemella haemolysans
180164,0.0200803,Blautia schinkii
39488,0.00502008,[Eubacterium] hallii
137591,0.105422,Weissella cibaria
84032,0.0200803,[Clostridium] thermosuccinogenes
46506,14.0361,Bacteroides stercoris
1265,0.00502008,Ruminococcus flavefaciens
146919,0.00502008,Salinibacter ruber
294710,0.00502008,Proteiniphilum acetatigenes
204516,1.58635,Bacteroides massiliensis
1308,0.00502008,Streptococcus thermophilus
410072,1.99799,Coprococcus comes
1303,0.00502008,Streptococcus oralis
197345,0.00502008,Psychroflexus tropicus
28123,0.0150602,Porphyromonas asaccharolytica
290055,0.00502008,[Eubacterium] fissicatena
78342,0.0100402,Bifidobacterium gallicum
166486,5.0,Roseburia intestinalis
-1,24.3323,Unknown
762210,0.0301205,Bifidobacterium saguini
863372,0.00502008,Herbaspirillum huttiense
328812,0.00502008,Parabacteroides goldsteinii
1465754,0.0301205,Alistipes timonensis
47879,0.00502008,Pseudomonas corrugata
907,0.00502008,Megasphaera elsdenii
1071880,0.00502008,Sphingobacterium sp. CCBAU 10953
28446,0.145582,[Clostridium] propionicum
133453,0.00502008,Caldilinea aerophila
1522,0.00502008,[Clostridium] innocuum
35519,0.00502008,Mogibacterium timidum
43143,0.0200803,Tissierella creatinini
1685,0.060241,Bifidobacterium breve
29354,0.0301205,[Clostridium] celerecrescens
626931,0.00502008,Bacteroides oleiciplenus
39491,0.0451807,[Eubacterium] rectale
29370,0.0753012,[Clostridium] sphenoides
53443,0.00502008,Blautia hydrogenotrophica
160799,0.00502008,Paenibacillus borealis
105841,0.0100402,Anaerostipes caccae
79209,0.00502008,Desulfosporosinus meridiei
860,0.00502008,Fusobacterium periodonticum
61435,0.00502008,Dehalococcoides mccartyi
329854,0.0100402,Bacteroides intestinalis
29524,0.0150602,Porphyromonas circumdentaria
33953,0.00502008,Clostridium aminobutyricum
166501,0.00502008,Thermobaculum terrenum
29348,0.893574,[Clostridium] spiroforme
214856,0.0200803,Alistipes finegoldii
239935,0.00502008,Akkermansia muciniphila
1391,0.00502008,Aneurinibacillus aneurinilyticus
1358,0.0100402,Lactococcus lactis
28127,0.0200803,Prevotella buccalis
28111,0.0251004,Bacteroides eggerthii
28118,0.0301205,Odoribacter splanchnicus
100176,0.00502008,Papillibacter cinnamivorans
28116,3.88052,Bacteroides ovatus
1428,0.0100402,Bacillus thuringiensis
1680,0.0552209,Bifidobacterium adolescentis
1559,0.0100402,Clostridium tertium
151276,0.00502008,Bacteroides coprosuis
218538,2.54016,Dialister invisus
28139,0.00502008,Rikenella microfusus
591197,0.0100402,Ignavibacterium album
40519,0.0100402,Ruminococcus callidus
33037,0.00502008,Anaerococcus vaginalis
510947,0.00502008,Lacibacter cauensis
338188,0.0200803,Bacteroides finegoldii
35760,0.0200803,Bifidobacterium choerinum
310300,0.0301205,Bacteroides pyogenes
35517,0.0200803,[Eubacterium] brachy
39490,0.296185,Eubacterium ramulus
46503,0.190763,Parabacteroides merdae
84030,0.396586,[Clostridium] saccharolyticum
84031,0.00502008,Clostridium sartagoforme
33035,0.0251004,Blautia producta
216816,0.105422,Bifidobacterium longum
29375,0.0100402,[Clostridium] xylanolyticum
1755626,15.2259,Faecalibacterium sp. MC_41
39484,2.69076,Eubacterium desmolans
671267,0.0150602,Bacteroides sartorii
228603,0.00502008,Prevotella shahii
328813,0.060241,Alistipes onderdonkii
645466,0.0200803,Anaerostipes butyraticus
39485,1.10442,[Eubacterium] eligens
69825,1.0241,[Clostridium] indolis
106588,0.00502008,Pseudoflavonifractor capillosus
28132,0.0200803,Prevotella melaninogenica
901,0.00502008,Desulfovibrio piger
397865,0.0301205,Barnesiella viscericola
1311,0.00502008,Streptococcus agalactiae
255723,0.0150602,Slackia faecicanis
39486,0.245984,Dorea formicigenerans
54911,0.00502008,Brevibacillus choshinensis
100884,0.00502008,Coprobacillus cateniformis
454155,0.00502008,Paraprevotella xylaniphila
33029,0.0200803,Anaerococcus hydrogenalis
454154,2.85141,Paraprevotella clara
246787,0.0251004,Bacteroides cellulosilyticus
46228,0.0200803,Ruminococcus lactaris
191493,0.00502008,Corynebacterium sphenisci
35833,0.0100402,Bilophila wadsworthia
310298,0.00502008,Bacteroides coprocola
823,0.732932,Parabacteroides distasonis
626930,0.0853414,Bacteroides fluxus
43131,0.145582,Tissierella praeacuta
371601,0.0351406,Bacteroides xylanisolvens
592978,0.00502008,Ruminococcus faecis
237258,0.00502008,Cloacibacterium normanense
626937,0.0100402,Christensenella minuta
52787,0.0100402,Anaerofilum pentosovorans
33039,0.105422,[Ruminococcus] torques
701529,0.0100402,Peptoniphilus sp. JCM 8143
82135,0.0150602,Atopobium vaginae
165179,0.00502008,Prevotella copri
818,0.386546,Bacteroides thetaiotaomicron
502558,0.0251004,Eggerthella sp. YY7918
521157,0.0251004,Weissella sp. KLDS 7.0701
291644,0.00502008,Bacteroides salyersiae
28037,0.0200803,Streptococcus mitis
39483,0.0100402,Faecalitalea cylindroides
328814,0.0502008,Alistipes shahii
332249,0.00502008,Truepera radiovictrix
821,4.83434,Bacteroides vulgatus
97253,0.0251004,Eubacterium plexicaudatum
357276,0.0251004,Bacteroides dorei
28125,0.00502008,Prevotella bivia
1827099,0.0351406,Peptoniphilus sp. JCM 8141
39778,0.00502008,Veillonella dispar
1535,0.0903614,[Clostridium] leptum
28117,1.09438,Alistipes putredinis
36874,0.0451807,Porphyromonas cangingivalis
29374,0.0100402,Filifactor villosus
29347,0.0100402,[Clostridium] scindens
40520,1.5261,Blautia obeum
301301,4.8494,Roseburia hominis
437898,0.0100402,Sutterella parvirubra
817,0.0251004,Bacteroides fragilis
487175,0.00502008,Parasutterella excrementihominis
281920,0.00502008,Porphyromonas uenonis
341225,0.0100402,[Clostridium] saccharogumia
33031,0.0401606,Peptoniphilus lacrimalis
376804,0.00502008,Bacteroides barnesiae
33032,0.0150602,Anaerococcus lactolyticus
54006,0.0251004,Peptoniphilus ivorii
36847,0.291165,[Clostridium] neopropionicum
