ncbi_taxon_id,relative_abundance,scientific_name
562,29.6764,Escherichia coli
28117,7.83712,Alistipes putredinis
818,4.35824,Bacteroides thetaiotaomicron
820,3.751,Bacteroides uniformis
821,3.0645,Bacteroides vulgatus
218538,3.02432,Dialister invisus
853,2.75416,Faecalibacterium prausnitzii
40518,2.68479,Ruminococcus bromii
360807,2.67872,Roseburia inulinivorans
1680,2.36117,Bifidobacterium adolescentis
165179,2.24611,Prevotella copri
328813,1.96682,Alistipes onderdonkii
39491,1.84087,[Eubacterium] rectale
328814,1.77091,Alistipes shahii
1681,1.74855,Bifidobacterium bifidum
457412,1.70984,Ruminococcus sp. 5_1_39BFAA
33039,1.63115,[Ruminococcus] torques
47678,1.50942,Bacteroides caccae
28118,1.49631,Odoribacter splanchnicus
817,1.39149,Bacteroides fragilis
74426,1.38878,Collinsella aerofaciens
28116,1.27976,Bacteroides ovatus
40520,1.15517,Blautia obeum
214856,1.13337,Alistipes finegoldii
410072,1.07861,Coprococcus comes
1111120,1.06011,Acidaminococcus sp. BV3L6
487174,0.90614,Barnesiella intestinihominis
39486,0.83498,Dorea formicigenerans
261299,0.66367,Intestinibacter bartlettii
88431,0.65042,Dorea longicatena
371601,0.60335,Bacteroides xylanisolvens
301301,0.53215,Roseburia hominis
626932,0.4553,Alistipes indistinctus
39496,0.4245,Eubacterium ventriosum
40545,0.37332,Sutterella wadsworthensis
46506,0.36135,Bacteroides stercoris
39488,0.26904,[Eubacterium] hallii
658081,0.21425,Lachnospiraceae bacterium 1_1_57FAA
1211813,0.19176,Candidatus Alistipes marseilloanorexicus AP11
116085,0.18877,Coprococcus catus
39490,0.18228,Eubacterium ramulus
97478,0.12642,Lactobacillus mucosae
216816,0.11213,Bifidobacterium longum
1308,0.09307,Streptococcus thermophilus
166486,0.08274,Roseburia intestinalis
33038,0.06116,[Ruminococcus] gnavus
446660,0.05076,Adlercreutzia equolifaciens
1502,0.0464,Clostridium perfringens
239935,0.04513,Akkermansia muciniphila
665950,0.03973,Lachnospiraceae bacterium 3_1_46FAA
35833,0.03833,Bilophila wadsworthia
469610,0.03102,Burkholderiales bacterium 1_1_47
292800,0.02682,Flavonifractor plautii
487175,0.02366,Parasutterella excrementihominis
39485,0.0215,[Eubacterium] eligens
1304,0.02076,Streptococcus salivarius
169435,0.01473,Anaerotruncus colihominis
658087,0.01047,Lachnospiraceae bacterium 7_1_58FAA
1522,0.01026,[Clostridium] innocuum
658089,0.00797,Lachnospiraceae bacterium 5_1_63FAA
1318,0.00735,Streptococcus parasanguinis
310298,0.00666,Bacteroides coprocola
1535,0.00648,[Clostridium] leptum
471189,0.00337,Gordonibacter pamelaeae
457422,0.00335,Erysipelotrichaceae bacterium 2_2_44A
357276,0.0032,Bacteroides dorei
358743,0.00278,[Clostridium] citroniae
658086,0.00245,Lachnospiraceae bacterium 3_1_57FAA_CT1
84112,0.00237,Eggerthella lenta
208479,0.00213,[Clostridium] bolteae
649756,0.00171,Anaerostipes hadrus
-1,5.64612,Unknown
