ncbi_taxon_id,relative_abundance,scientific_name
853,24.2262,Faecalibacterium prausnitzii
376804,7.71873,Bacteroides barnesiae
2053618,7.6824,Unknown
39492,6.30238,[Eubacterium] siraeum
820,5.61083,Bacteroides uniformis
411489,4.33471,Clostridium sp. L2-50
46506,3.55445,Bacteroides stercoris
39485,3.44837,[Eubacterium] eligens
338188,3.31409,Bacteroides finegoldii
301301,3.18268,Roseburia hominis
39491,2.97825,[Eubacterium] rectale
310297,2.56307,Bacteroides plebeius
384638,2.19596,[Bacteroides] pectinophilus
2049036,2.01743,Unknown
821,1.77223,Bacteroides vulgatus
239935,1.53825,Akkermansia muciniphila
40545,1.50702,Sutterella wadsworthensis
28117,1.42001,Alistipes putredinis
454154,1.27938,Paraprevotella clara
328813,1.19729,Alistipes onderdonkii
28116,0.91287,Bacteroides ovatus
371601,0.81277,Bacteroides xylanisolvens
28118,0.80208,Odoribacter splanchnicus
818,0.79161,Bacteroides thetaiotaomicron
47678,0.7344,Bacteroides caccae
46228,0.71273,Ruminococcus lactaris
1118061,0.70725,Alistipes obesi
1869337,0.69853,Unknown
204516,0.64471,Bacteroides massiliensis
328814,0.33484,Alistipes shahii
1945593,0.32609,Unknown
387661,0.30915,Parabacteroides johnsonii
823,0.30519,Parabacteroides distasonis
33039,0.3013,[Ruminococcus] torques
487174,0.27574,Barnesiella intestinihominis
562,0.23831,Escherichia coli
40520,0.23367,Blautia obeum
46503,0.20735,Parabacteroides merdae
40518,0.18823,Ruminococcus bromii
1318,0.16737,Streptococcus parasanguinis
28111,0.16624,Bacteroides eggerthii
454155,0.15473,Paraprevotella xylaniphila
729,0.14288,Haemophilus parainfluenzae
357276,0.14126,Bacteroides dorei
1926307,0.13857,Unknown
216816,0.13392,Bifidobacterium longum
39486,0.1314,Dorea formicigenerans
39777,0.13122,Veillonella atypica
214856,0.11981,Alistipes finegoldii
88431,0.10523,Dorea longicatena
291645,0.09305,Bacteroides nordii
649756,0.09303,Anaerostipes hadrus
410072,0.08984,Coprococcus comes
665950,0.08416,Lachnospiraceae bacterium 3_1_46FAA
658089,0.07591,Lachnospiraceae bacterium 5_1_63FAA
1304,0.07541,Streptococcus salivarius
29466,0.06505,Veillonella parvula
328812,0.06361,Parabacteroides goldsteinii
1680,0.06168,Bifidobacterium adolescentis
1099853,0.04757,Coprobacter fastidiosus
246787,0.04467,Bacteroides cellulosilyticus
74426,0.0401,Collinsella aerofaciens
39488,0.03552,[Eubacterium] hallii
39778,0.02211,Veillonella dispar
847,0.02026,Oxalobacter formigenes
469610,0.01776,Burkholderiales bacterium 1_1_47
33043,0.01731,Coprococcus eutactus
1288121,0.01526,Alistipes senegalensis
1929485,0.01519,Unknown
674529,0.01417,Bacteroides faecis
218538,0.01379,Dialister invisus
1872531,0.01368,Unknown
66852,0.01167,Methanobrevibacter sp.
658087,0.00948,Lachnospiraceae bacterium 7_1_58FAA
116085,0.00702,Coprococcus catus
487175,0.00536,Parasutterella excrementihominis
106588,0.00505,Pseudoflavonifractor capillosus
626932,0.00386,Alistipes indistinctus
-1,0.02526,Unknown
