ncbi_taxon_id,relative_abundance,scientific_name
1623,43.2643,Lactobacillus ruminis
39485,27.8891,[Eubacterium] eligens
33038,4.32057,[Ruminococcus] gnavus
821,2.70622,Bacteroides vulgatus
88431,1.55327,Dorea longicatena
562,1.4608,Escherichia coli
218538,1.39111,Dialister invisus
29466,1.35485,Veillonella parvula
658082,1.34748,Lachnospiraceae bacterium 2_1_58FAA
39777,1.15693,Veillonella atypica
729,0.799,Haemophilus parainfluenzae
820,0.62198,Bacteroides uniformis
39778,0.50146,Veillonella dispar
33039,0.48522,[Ruminococcus] torques
856,0.48015,Fusobacterium varium
40518,0.36767,Ruminococcus bromii
487175,0.36184,Parasutterella excrementihominis
817,0.31416,Bacteroides fragilis
1304,0.31168,Streptococcus salivarius
823,0.29919,Parabacteroides distasonis
208479,0.19079,[Clostridium] bolteae
818,0.16488,Bacteroides thetaiotaomicron
1547,0.14555,Erysipelatoclostridium ramosum
239935,0.13144,Akkermansia muciniphila
28116,0.06207,Bacteroides ovatus
469610,0.04369,Burkholderiales bacterium 1_1_47
261299,0.03498,Intestinibacter bartlettii
187326,0.03236,Megasphaera micronuciformis
658081,0.02796,Lachnospiraceae bacterium 1_1_57FAA
46506,0.02513,Bacteroides stercoris
851,0.02129,Fusobacterium nucleatum
484,0.02087,Neisseria flavescens
29361,0.01886,Tyzzerella nexilis
1343,0.01706,Streptococcus vestibularis
113107,0.01633,Streptococcus australis
1512,0.01589,[Clostridium] symbiosum
310298,0.01211,Bacteroides coprocola
84135,0.01186,Gemella sanguinis
1531,0.011,[Clostridium] clostridioforme
341694,0.01071,Peptostreptococcus stomatis
1260,0.01016,Finegoldia magna
46124,0.01006,Granulicatella adiacens
1318,0.00983,Streptococcus parasanguinis
357276,0.00793,Bacteroides dorei
28037,0.00669,Streptococcus mitis
936594,0.00651,Lachnoanaerobaculum sp. ICM7
853,0.00561,Faecalibacterium prausnitzii
68892,0.00514,Streptococcus infantis
457422,0.0048,Erysipelotrichaceae bacterium 2_2_44A
860,0.00469,Fusobacterium periodonticum
658657,0.00393,Erysipelotrichaceae bacterium 21_3
43675,0.00381,Rothia mucilaginosa
1685,0.0038,Bifidobacterium breve
739,0.00342,Aggregatibacter segnis
861,0.00341,Fusobacterium ulcerans
165179,0.00322,Prevotella copri
204516,0.00271,Bacteroides massiliensis
39491,0.00238,[Eubacterium] rectale
1305,0.00202,Streptococcus sanguinis
658087,0.00183,Lachnospiraceae bacterium 7_1_58FAA
371601,0.00175,Bacteroides xylanisolvens
292800,0.00161,Flavonifractor plautii
102148,0.00144,Solobacterium moorei
457421,0.00136,Clostridiales bacterium 1_7_47FAA
28117,0.00118,Alistipes putredinis
29391,0.00104,Gemella morbillorum
40520,0.00093,Blautia obeum
45634,0.00085,Streptococcus cristatus
658083,0.00036,Lachnospiraceae bacterium 6_1_63FAA
154046,0.00026,Hungatella hathewayi
40519,0.00019,Ruminococcus callidus
1328,0.00017,Streptococcus anginosus
-1,7.88507,Unknown
