ncbi_taxon_id,relative_abundance,scientific_name
818,30.6143,Bacteroides thetaiotaomicron
357276,22.3279,Bacteroides dorei
853,15.1634,Faecalibacterium prausnitzii
28117,13.8971,Alistipes putredinis
39491,3.37372,[Eubacterium] rectale
39485,2.58672,[Eubacterium] eligens
751585,2.28997,Coprococcus sp. ART55/1
29466,1.69378,Veillonella parvula
328814,1.59199,Alistipes shahii
166486,1.36884,Roseburia intestinalis
218538,1.10627,Dialister invisus
360807,0.71377,Roseburia inulinivorans
39496,0.51967,Eubacterium ventriosum
1535,0.41279,[Clostridium] leptum
39777,0.30181,Veillonella atypica
729,0.28373,Haemophilus parainfluenzae
1945593,0.27518,Unknown
2053618,0.22213,Unknown
292800,0.18805,Flavonifractor plautii
1929485,0.15125,Unknown
39778,0.14845,Veillonella dispar
12908,0.13219,Unknown
2040332,0.13206,Unknown
239935,0.12116,Akkermansia muciniphila
658657,0.03841,Erysipelotrichaceae bacterium 21_3
28026,0.03107,Bifidobacterium pseudocatenulatum
2049040,0.02848,Unknown
88431,0.02647,Dorea longicatena
658089,0.02599,Lachnospiraceae bacterium 5_1_63FAA
1747,0.02355,Propionibacterium acnes
649756,0.02118,Anaerostipes hadrus
410072,0.02058,Coprococcus comes
33039,0.01847,[Ruminococcus] torques
1318,0.0132,Streptococcus parasanguinis
261299,0.00545,Intestinibacter bartlettii
35833,0.00493,Bilophila wadsworthia
39488,0.00478,[Eubacterium] hallii
1070699,0.00464,Clostridiaceae bacterium JC118
552398,0.00388,Ruminococcaceae bacterium D16
301301,0.00338,Roseburia hominis
40520,0.00297,Blautia obeum
39486,0.00139,Dorea formicigenerans
1304,0.0012,Streptococcus salivarius
-1,0.1038,Unknown
