ncbi_taxon_id,relative_abundance,scientific_name
310298,11.7873,Bacteroides coprocola
1624,9.34272,Lactobacillus salivarius
1309,8.88691,Streptococcus mutans
28117,5.46868,Alistipes putredinis
1735,4.67327,Holdemanella biformis
1680,3.56384,Bifidobacterium adolescentis
1681,3.0765,Bifidobacterium bifidum
46506,2.98411,Bacteroides stercoris
216816,2.78878,Bifidobacterium longum
853,2.17808,Faecalibacterium prausnitzii
46503,1.85481,Parabacteroides merdae
821,1.80206,Bacteroides vulgatus
39488,1.70257,[Eubacterium] hallii
39492,1.67329,[Eubacterium] siraeum
1596,1.55624,Lactobacillus gasseri
239935,1.43039,Akkermansia muciniphila
562,1.32588,Escherichia coli
328814,1.32431,Alistipes shahii
1211813,1.28344,Candidatus Alistipes marseilloanorexicus AP11
88431,1.1417,Dorea longicatena
908612,1.09887,Alistipes sp. HGB5
97478,1.01377,Lactobacillus mucosae
1304,0.99377,Streptococcus salivarius
487174,0.93032,Barnesiella intestinihominis
261299,0.88244,Intestinibacter bartlettii
47678,0.84714,Bacteroides caccae
28118,0.80147,Odoribacter splanchnicus
28116,0.74352,Bacteroides ovatus
1118061,0.66219,Alistipes obesi
457412,0.61166,Ruminococcus sp. 5_1_39BFAA
40520,0.59877,Blautia obeum
33039,0.53816,[Ruminococcus] torques
39486,0.51361,Dorea formicigenerans
410072,0.4978,Coprococcus comes
1599,0.44662,Lactobacillus sakei
1255,0.43509,Pediococcus pentosaceus
823,0.37612,Parabacteroides distasonis
116085,0.36032,Coprococcus catus
1686,0.33991,Bifidobacterium catenulatum
1689,0.33296,Bifidobacterium dentium
1328,0.31424,Streptococcus anginosus
1318,0.28327,Streptococcus parasanguinis
820,0.24491,Bacteroides uniformis
387090,0.21498,Bacteroides coprophilus
147207,0.21234,Collinsella intestinalis
360807,0.20866,Roseburia inulinivorans
74426,0.2037,Collinsella aerofaciens
33038,0.18648,[Ruminococcus] gnavus
39491,0.17902,[Eubacterium] rectale
291644,0.16186,Bacteroides salyersiae
166486,0.14505,Roseburia intestinalis
446660,0.14468,Adlercreutzia equolifaciens
1343,0.1301,Streptococcus vestibularis
1245,0.12547,Leuconostoc mesenteroides
1613,0.12487,Lactobacillus fermentum
371601,0.11826,Bacteroides xylanisolvens
454154,0.11645,Paraprevotella clara
487175,0.11,Parasutterella excrementihominis
301301,0.10703,Roseburia hominis
658082,0.10511,Lachnospiraceae bacterium 2_1_58FAA
47770,0.10243,Lactobacillus crispatus
1354,0.09601,Enterococcus hirae
665951,0.09317,Lachnospiraceae bacterium 8_1_57FAA
469610,0.09082,Burkholderiales bacterium 1_1_47
1288121,0.0771,Alistipes senegalensis
1535,0.06638,[Clostridium] leptum
626932,0.06147,Alistipes indistinctus
1632,0.05934,Lactobacillus oris
1352,0.05895,Enterococcus faecium
39485,0.05141,[Eubacterium] eligens
214856,0.04959,Alistipes finegoldii
1308,0.03992,Streptococcus thermophilus
154288,0.03452,Turicibacter sanguinis
658089,0.03368,Lachnospiraceae bacterium 5_1_63FAA
35833,0.03299,Bilophila wadsworthia
230143,0.02993,Scardovia wiggsiae
649756,0.02928,Anaerostipes hadrus
1351,0.02606,Enterococcus faecalis
550,0.02601,Enterobacter cloacae
40518,0.02465,Ruminococcus bromii
106588,0.02297,Pseudoflavonifractor capillosus
1338,0.02234,Streptococcus intermedius
47715,0.02174,Lactobacillus rhamnosus
1305,0.02143,Streptococcus sanguinis
39496,0.02087,Eubacterium ventriosum
68892,0.01956,Streptococcus infantis
546,0.01748,Citrobacter freundii
1118060,0.01546,Enorma massiliensis phI
817,0.01158,Bacteroides fragilis
1633,0.01147,Lactobacillus vaginalis
78259,0.01144,Scardovia inopinata
31971,0.01094,[Eubacterium] dolichum
1302,0.0103,Streptococcus gordonii
1077464,0.01009,Streptococcus tigurinus
292800,0.00985,Flavonifractor plautii
1604,0.00858,Lactobacillus amylovorus
357276,0.0079,Bacteroides dorei
1358,0.00786,Lactococcus lactis
113107,0.00689,Streptococcus australis
29466,0.0063,Veillonella parvula
729,0.00592,Haemophilus parainfluenzae
658087,0.00517,Lachnospiraceae bacterium 7_1_58FAA
43675,0.00483,Rothia mucilaginosa
1512,0.00474,[Clostridium] symbiosum
2047,0.00453,Rothia dentocariosa
454155,0.00448,Paraprevotella xylaniphila
208479,0.00412,[Clostridium] bolteae
1656,0.0041,Actinomyces viscosus
457422,0.00357,Erysipelotrichaceae bacterium 2_2_44A
665950,0.00308,Lachnospiraceae bacterium 3_1_46FAA
1363,0.00286,Lactococcus garvieae
169435,0.00264,Anaerotruncus colihominis
51123,0.00258,[Eubacterium] saphenum
328813,0.00212,Alistipes onderdonkii
358743,0.00134,[Clostridium] citroniae
61171,0.00084,Holdemania filiformis
35517,0.00061,[Eubacterium] brachy
154046,0.00048,Hungatella hathewayi
552398,0.00031,Ruminococcaceae bacterium D16
658086,0.00024,Lachnospiraceae bacterium 3_1_57FAA_CT1
-1,12.2768,Unknown
