ncbi_taxon_id,relative_abundance,scientific_name
246787,1.43369,Bacteroides cellulosilyticus
1502,0.00426694,Clostridium perfringens
35833,0.371224,Bilophila wadsworthia
1507,0.00426694,Clostridium sp. ATCC 29733
310298,0.00426694,Bacteroides coprocola
46228,0.0170678,Ruminococcus lactaris
823,1.16914,Parabacteroides distasonis
626930,0.0469363,Bacteroides fluxus
371601,0.0554702,Bacteroides xylanisolvens
43131,0.0128008,Tissierella praeacuta
39486,0.072538,Dorea formicigenerans
29466,0.00853388,Veillonella parvula
66219,0.00426694,Lachnoclostridium phytofermentans
1313,0.00426694,Streptococcus pneumoniae
185300,0.00426694,Paludibacter propionicigenes
28132,0.00853388,Prevotella melaninogenica
901,0.00853388,Desulfovibrio piger
397865,2.35535,Barnesiella viscericola
39485,1.07527,[Eubacterium] eligens
261292,0.00426694,Nitrosomonas sp. Is79A3
645466,0.0128008,Anaerostipes butyraticus
29389,0.00853388,Streptococcus alactolyticus
69825,0.260283,[Clostridium] indolis
1307,0.0213347,Streptococcus suis
1671366,0.00426694,Ruminococcus sp. DSM 100440
97084,0.00426694,Halobacteriovorax marinus
1660,0.00853388,Actinomyces odontolyticus
28128,0.0341355,Prevotella corporis
29375,0.0384025,[Clostridium] xylanolyticum
39484,0.328554,Eubacterium desmolans
1755626,5.77317,Faecalibacterium sp. MC_41
626933,0.243216,Odoribacter laneus
328813,6.47295,Alistipes onderdonkii
46503,3.95972,Parabacteroides merdae
2741,0.0256016,Peptococcus niger
84030,0.0597372,[Clostridium] saccharolyticum
78343,0.00426694,Bifidobacterium boum
33035,0.00853388,Blautia producta
1827101,0.00426694,Eubacterium sp. JCM 9976
216816,0.0469363,Bifidobacterium longum
40519,0.00426694,Ruminococcus callidus
35760,0.00853388,Bifidobacterium choerinum
338188,0.0213347,Bacteroides finegoldii
39490,0.0640041,Eubacterium ramulus
35517,0.0128008,[Eubacterium] brachy
39482,0.00426694,[Eubacterium] contortum
1559,0.00426694,Clostridium tertium
1121298,0.0597372,Clostridium amylolyticum
1519,0.00426694,Clostridium tyrobutyricum
650643,0.0384025,Alistipes sp. RMA 9912
70993,0.00426694,Flexithrix dorotheae
49338,0.00426694,Desulfitobacterium hafniense
384638,0.115207,[Bacteroides] pectinophilus
143393,0.0170678,[Eubacterium] sulci
218538,1.66837,Dialister invisus
1383,0.00426694,Atopobium rimae
553,0.00853388,Pantoea ananatis
36745,0.00853388,Clostridium saccharoperbutylacetonicum
1731,0.00426694,Eubacterium acidaminophilum
36847,0.115207,[Clostridium] neopropionicum
173480,0.00426694,Gemmatimonas aurantiaca
270498,0.00426694,Catabacter hongkongensis
487175,0.874723,Parasutterella excrementihominis
1382,0.0128008,Atopobium parvulum
125614,0.00853388,Thiothrix disciformis
341225,0.00853388,[Clostridium] saccharogumia
1496,0.00426694,Clostridioides difficile
281920,0.0469363,Porphyromonas uenonis
376804,0.00853388,Bacteroides barnesiae
40520,1.06673,Blautia obeum
1113655,0.00426694,Psychrobacter sp. NBRC 15736
39497,0.149343,Eubacterium xylanophilum
301301,0.512033,Roseburia hominis
1264,0.631507,Ruminococcus albus
1563,0.00426694,Desulfosporosinus orientis
31909,0.00853388,Halothermothrix orenii
817,2.17614,Bacteroides fragilis
146817,0.00853388,Dendrosporobacter quercicolus
39778,0.00426694,Veillonella dispar
1535,1.02407,[Clostridium] leptum
