ncbi_taxon_id,relative_abundance,scientific_name
157225,0.00495565,Salinicoccus hispanicus
33953,0.247782,Clostridium aminobutyricum
166501,0.00495565,Thermobaculum terrenum
1223514,0.0693791,Corynebacterium humireducens
392736,0.00495565,Uliginosibacterium gangwonense
106648,0.00495565,Acinetobacter bereziniae
185293,1.29342,Prevotella oryzae
185008,0.0297339,Butyrivibrio hungatei
29370,0.00991129,[Clostridium] sphenoides
45254,0.00495565,Dysgonomonas capnocytophagoides
53443,0.0247782,Blautia hydrogenotrophica
871324,0.00495565,Bacteroides stercorirosoris
1680,0.00495565,Bifidobacterium adolescentis
89153,0.0148669,[Clostridium] hylemonae
28116,0.0495565,Bacteroides ovatus
100176,0.0198226,Papillibacter cinnamivorans
29360,0.00495565,Cellulosilyticum lentocellum
28118,0.0446008,Odoribacter splanchnicus
28127,0.0892016,Prevotella buccalis
28111,0.0148669,Bacteroides eggerthii
2153,0.0148669,Asteroleplasma anaerobium
386414,0.00991129,Prevotella timonensis
256847,0.00991129,Lentisphaera araneosa
1510,0.0446008,[Clostridium] stercorarium
77095,0.0545121,Prevotella bryantii
876,0.0396452,Desulfovibrio desulfuricans
1630,1.72457,Kandleria vitulina
239935,0.00495565,Akkermansia muciniphila
214856,0.00495565,Alistipes finegoldii
-1,19.2676,Unknown
1465754,0.00991129,Alistipes timonensis
84026,0.123891,[Clostridium] methylpentosum
137730,0.00495565,Facklamia ignava
328812,0.0346895,Parabacteroides goldsteinii
574375,0.138758,Bacillus gaemokensis
166486,0.0148669,Roseburia intestinalis
76860,0.0446008,Streptococcus constellatus
589437,0.00495565,Prevotella scopos
290055,0.00495565,[Eubacterium] fissicatena
638849,0.0941573,Pyramidobacter piscolens
1303,0.0297339,Streptococcus oralis
1506,0.0446008,Clostridium sp.
1168034,0.00495565,Draconibacterium orientale
288965,0.0495565,[Clostridium] clariflavum
29354,0.0148669,[Clostridium] celerecrescens
881,0.0396452,Desulfovibrio vulgaris
39491,0.00991129,[Eubacterium] rectale
187327,0.0545121,Acidaminococcus intestini
43675,0.00991129,Rothia mucilaginosa
287,0.00991129,Pseudomonas aeruginosa
136857,0.00991129,Corynebacterium testudinoris
70775,0.00495565,Pseudomonas plecoglossicida
86664,0.00991129,Bacillus flexus
133453,0.00495565,Caldilinea aerophila
43770,0.0148669,Corynebacterium striatum
28446,0.0396452,[Clostridium] propionicum
982,0.00495565,Saccharicrinis fermentans
39492,0.971307,[Eubacterium] siraeum
2047,0.00495565,Rothia dentocariosa
76123,0.00495565,Prevotella enoeca
1133319,0.00495565,Bacteroides reticulotermitis
77768,0.00991129,Prevotella albensis
732242,0.00991129,Bacteroides paurosaccharolyticus
28136,0.0247782,Prevotella oulorum
547188,0.00495565,Phycisphaera mikurensis
322505,0.0297339,Sharpea azabuensis
1548,0.00495565,Clostridium scatologenes
1282,0.0148669,Staphylococcus epidermidis
28134,0.0495565,Prevotella oralis
35785,0.0297339,Clostridium maximum
552810,0.00495565,Dehalogenimonas lykanthroporepellens
729,0.123891,Haemophilus parainfluenzae
1521,0.0644234,[Clostridium] cellulolyticum
1515,0.0743347,Ruminiclostridium thermocellum
1512,0.128847,[Clostridium] symbiosum
261299,1.36776,Intestinibacter bartlettii
39950,0.0346895,Dialister pneumosintes
419005,0.00991129,Prevotella amnii
363832,0.00495565,Solirubrobacter soli
1626,0.00495565,Lactobacillus sharpeae
38304,0.0247782,Corynebacterium tuberculostearicum
208479,0.00991129,[Clostridium] bolteae
387090,0.996085,Bacteroides coprophilus
204516,0.0346895,Bacteroides massiliensis
410072,0.0495565,Coprococcus comes
46506,0.0446008,Bacteroides stercoris
294,0.0247782,Pseudomonas fluorescens
1265,0.158581,Ruminococcus flavefaciens
282402,0.00495565,Prevotella multiformis
59310,0.0446008,Streptococcus macedonicus
90728,0.00495565,Desulfatiglans anilini
590841,0.00495565,Rhodococcus sp. YIM 100117
1504,0.00991129,Clostridium septicum
1280,0.0148669,Staphylococcus aureus
84110,0.00495565,Slackia heliotrinireducens
29369,0.00495565,Clostridium sardiniense
45851,0.163536,Butyrivibrio crossotus
999468,0.0148669,Sphingobacterium sp. LMG 8345
33043,0.0148669,Coprococcus eutactus
1725,0.0148669,Corynebacterium xerosis
1491,0.00495565,Clostridium botulinum
2317,0.00495565,Methanosphaera stadtmanae
84109,0.0148669,Slackia exigua
69208,0.0148669,Clostridium polyendosporum
1539,0.00495565,Clostridium malenominatum
570161,0.0495565,Marinifilum fragile
472113,1.92279,Geofilum rubicundum
310297,0.0346895,Bacteroides plebeius
44749,3.15179,Sporobacter termitidis
882211,0.00495565,Pseudomonas deceptionensis
108980,0.00495565,Acinetobacter ursingii
291645,0.00991129,Bacteroides nordii
47678,0.0148669,Bacteroides caccae
33034,0.0396452,Anaerococcus prevotii
167964,0.00495565,Anaerolinea thermophila
317,0.00495565,Pseudomonas syringae
61171,0.0446008,Holdemania filiformis
33038,0.0247782,[Ruminococcus] gnavus
820,0.188315,Bacteroides uniformis
1161942,0.327073,Ruminococcus champanellensis
36850,0.00495565,Clostridium quinii
89152,0.00495565,[Clostridium] hiranonis
1267,0.22796,Clostridium ventriculi
351091,5.33228,Oscillibacter valericigenes
314319,0.00991129,Prolixibacter bellariivorans
536633,0.262649,Blautia glucerasea
169435,0.6145,Anaerotruncus colihominis
29363,0.0148669,Clostridium paraputrificum
1513,0.00495565,Clostridium tetani
122355,0.0148669,Pseudomonas psychrophila
1260,0.11398,Finegoldia magna
2736,0.0148669,Verrucomicrobium spinosum
817,0.0346895,Bacteroides fragilis
40520,0.232915,Blautia obeum
39497,0.0941573,Eubacterium xylanophilum
301301,0.0644234,Roseburia hominis
467210,0.00495565,Lachnoanaerobaculum saburreum
1264,0.00991129,Ruminococcus albus
133926,0.0941573,Olsenella uli
52769,0.00495565,Actinomyces gerencseriae
1404,0.00495565,Bacillus megaterium
839,0.104069,Prevotella ruminicola
146817,0.00495565,Dendrosporobacter quercicolus
831,0.495565,Butyrivibrio fibrisolvens
884684,0.00495565,Mageeibacillus indolicus
1547,0.0198226,Erysipelatoclostridium ramosum
1535,0.346895,[Clostridium] leptum
36745,0.242827,Clostridium saccharoperbutylacetonicum
477666,0.00991129,Bacteroides graminisolvens
36847,0.0346895,[Clostridium] neopropionicum
1859290,0.00495565,Corynebacterium sp. YIM 101343
28137,0.0346895,Prevotella veroralis
90729,0.00495565,[Desulfobacterium] catecholicum
840,0.0148669,Prevotella loescheii
1859291,0.0198226,Corynebacterium sp. YIM 101587
376804,0.262649,Bacteroides barnesiae
270498,0.133802,Catabacter hongkongensis
185294,0.11398,Prevotella paludivivens
1382,0.00495565,Atopobium parvulum
29542,0.0198226,Pelobacter acetylenicus
885581,0.0198226,Desulfosporosinus acidiphilus
392333,2.3688,Geoalkalibacter ferrihydriticus
818,0.0198226,Bacteroides thetaiotaomicron
626935,0.00495565,Collinsella tanakaei
40518,0.797859,Ruminococcus bromii
1291540,0.223004,Candidatus Methanomethylophilus alvus
165179,13.1275,Prevotella copri
387661,0.00991129,Parabacteroides johnsonii
1254,0.00991129,Pediococcus acidilactici
626937,0.213093,Christensenella minuta
1755629,0.401407,Victivallis sp. MC_44
46206,0.00991129,Pseudobutyrivibrio ruminis
821,0.0495565,Bacteroides vulgatus
28125,3.75638,Prevotella bivia
425254,0.153625,Cellulosilyticum ruminicola
2173,0.0644234,Methanobrevibacter smithii
307126,0.0148669,Lactobacillus apodemi
1735,0.143714,Holdemanella biformis
28037,0.0693791,Streptococcus mitis
46867,0.00991129,Clostridium chauvoei
847,0.00495565,Oxalobacter formigenes
84112,0.0198226,Eggerthella lenta
502558,0.0148669,Eggerthella sp. YY7918
28132,0.00495565,Prevotella melaninogenica
97478,0.00495565,Lactobacillus mucosae
397865,4.69795,Barnesiella viscericola
901,1.006,Desulfovibrio piger
185300,0.00495565,Paludibacter propionicigenes
691816,0.00495565,Bacteroides rodentium
106588,0.00495565,Pseudoflavonifractor capillosus
1307,0.00495565,Streptococcus suis
32016,0.00495565,Desulfovibrio oxamicus
1660,0.00991129,Actinomyces odontolyticus
28129,0.084246,Prevotella denticola
39485,0.223004,[Eubacterium] eligens
1914410,0.00495565,Unknown
40324,0.00495565,Stenotrophomonas maltophilia
1532,0.00495565,Blautia coccoides
69825,0.0594678,[Clostridium] indolis
1507,0.00991129,Clostridium sp. ATCC 29733
310298,1.3628,Bacteroides coprocola
191493,0.00495565,Corynebacterium sphenisci
29355,0.00495565,[Clostridium] cellobioparum
28189,0.00495565,Capnocytophaga cynodegmi
163665,0.00495565,Dysgonomonas mossii
43131,0.00495565,Tissierella praeacuta
371601,0.00495565,Bacteroides xylanisolvens
823,6.31349,Parabacteroides distasonis
1350067,0.00495565,Microbacter margulisiae
29356,0.148669,Clostridium chartatabidum
246787,0.0198226,Bacteroides cellulosilyticus
454154,2.22013,Paraprevotella clara
1564,0.00495565,Desulfotomaculum ruminis
305719,0.00991129,Prevotella baroniae
589436,0.351851,Prevotella fusca
33029,0.00495565,Anaerococcus hydrogenalis
29466,0.00495565,Veillonella parvula
454155,0.564944,Paraprevotella xylaniphila
1520,0.0198226,Clostridium beijerinckii
39486,0.0743347,Dorea formicigenerans
1705,0.00495565,Corynebacterium stationis
510947,0.00495565,Lacibacter cauensis
39490,0.0743347,Eubacterium ramulus
310300,0.138758,Bacteroides pyogenes
114527,0.0396452,Mogibacterium diversum
187145,0.00495565,Caldithrix abyssi
1131703,0.118936,Sphaerochaeta globosa
591197,0.00991129,Ignavibacterium album
40519,0.0396452,Ruminococcus callidus
384638,0.0792904,[Bacteroides] pectinophilus
218538,0.247782,Dialister invisus
48296,0.0148669,Acinetobacter pittii
28139,0.0446008,Rikenella microfusus
1559,0.426186,Clostridium tertium
1121298,0.0941573,Clostridium amylolyticum
161889,0.00495565,Corynebacterium lipophiloflavum
118748,0.376629,Bulleidia extructa
36834,0.0991129,Clostridium celatum
1661050,0.00991129,Pseudomonas sp. NBRC 111135
328813,0.00991129,Alistipes onderdonkii
228603,0.624412,Prevotella shahii
28128,0.00495565,Prevotella corporis
1755626,5.36201,Faecalibacterium sp. MC_41
39484,0.0297339,Eubacterium desmolans
29375,0.00495565,[Clostridium] xylanolyticum
633701,1.46192,Prevotella saccharolytica
33035,0.0198226,Blautia producta
1114008,0.00495565,Lactobacillus sp. NBRC 107185
216816,0.00495565,Bifidobacterium longum
53462,0.00495565,Mycobacterium mageritense
28135,7.13118,Prevotella oris
2741,0.00991129,Peptococcus niger
46503,0.743347,Parabacteroides merdae
84031,0.0644234,Clostridium sartagoforme
84030,0.401407,[Clostridium] saccharolyticum
