ncbi_taxon_id,relative_abundance,scientific_name
821,22.361,Bacteroides vulgatus
853,19.6409,Faecalibacterium prausnitzii
2053618,11.0557,Unknown
1929485,7.08265,Unknown
818,5.19504,Bacteroides thetaiotaomicron
1869337,4.60786,Unknown
33038,3.64345,[Ruminococcus] gnavus
1945593,3.45888,Unknown
1226322,2.48676,Oscillibacter sp. KLE 1728
1535,1.85154,[Clostridium] leptum
357276,1.80978,Bacteroides dorei
328814,1.36852,Alistipes shahii
31971,1.28255,[Eubacterium] dolichum
39492,1.2472,[Eubacterium] siraeum
292800,1.219,Flavonifractor plautii
28117,1.19987,Alistipes putredinis
820,0.94909,Bacteroides uniformis
33039,0.76193,[Ruminococcus] torques
29361,0.74334,Tyzzerella nexilis
665951,0.70268,Lachnospiraceae bacterium 8_1_57FAA
823,0.68231,Parabacteroides distasonis
166486,0.67039,Roseburia intestinalis
208479,0.5637,[Clostridium] bolteae
246787,0.51235,Bacteroides cellulosilyticus
658087,0.5072,Lachnospiraceae bacterium 7_1_58FAA
35833,0.4054,Bilophila wadsworthia
204516,0.40196,Bacteroides massiliensis
2040332,0.38509,Unknown
333367,0.3585,[Clostridium] asparagiforme
338188,0.28535,Bacteroides finegoldii
487174,0.20958,Barnesiella intestinihominis
626940,0.19957,Phascolarctobacterium succinatutens
39491,0.19356,[Eubacterium] rectale
658081,0.18198,Lachnospiraceae bacterium 1_1_57FAA
2137881,0.18066,Unknown
40545,0.17136,Sutterella wadsworthensis
39485,0.17092,[Eubacterium] eligens
46503,0.16253,Parabacteroides merdae
371601,0.15892,Bacteroides xylanisolvens
301301,0.1132,Roseburia hominis
328813,0.10546,Alistipes onderdonkii
47678,0.1044,Bacteroides caccae
457402,0.09822,Eubacterium sp. 3_1_31
46228,0.05751,Ruminococcus lactaris
154046,0.05651,Hungatella hathewayi
40520,0.04926,Blautia obeum
358743,0.04866,[Clostridium] citroniae
214856,0.04117,Alistipes finegoldii
1288121,0.03611,Alistipes senegalensis
46506,0.03409,Bacteroides stercoris
658085,0.03356,Lachnospiraceae bacterium 5_1_57FAA
1929886,0.02689,Unknown
2049029,0.0236,Unknown
328812,0.02065,Parabacteroides goldsteinii
665950,0.01763,Lachnospiraceae bacterium 3_1_46FAA
40518,0.0173,Ruminococcus bromii
1512,0.01055,[Clostridium] symbiosum
658089,0.0082,Lachnospiraceae bacterium 5_1_63FAA
291645,0.00676,Bacteroides nordii
1118061,0.00608,Alistipes obesi
1872530,0.00453,Unknown
1531,0.00421,[Clostridium] clostridioforme
817,0.00396,Bacteroides fragilis
552398,0.00126,Ruminococcaceae bacterium D16
658655,0.00123,Lachnospiraceae bacterium 1_4_56FAA
-1,-3e-05,Unknown
