ncbi_taxon_id,relative_abundance,scientific_name
122355,0.00247048,Pseudomonas psychrophila
36854,0.00247048,Desulfitobacterium dehalogenans
1155689,0.00247048,Psychroflexus salarius
536633,0.200109,Blautia glucerasea
169435,0.0691734,Anaerotruncus colihominis
351091,1.339,Oscillibacter valericigenes
392838,0.00741143,Bacteroides propionicifaciens
61171,0.0914077,Holdemania filiformis
33038,0.00494096,[Ruminococcus] gnavus
820,27.158,Bacteroides uniformis
39496,0.00988191,Eubacterium ventriosum
47678,1.84545,Bacteroides caccae
291645,0.00741143,Bacteroides nordii
44749,0.00247048,Sporobacter termitidis
310297,0.00247048,Bacteroides plebeius
31971,0.00247048,[Eubacterium] dolichum
1686,0.00494096,Bifidobacterium catenulatum
582,0.00247048,Morganella morganii
36835,0.00247048,[Clostridium] colinum
871325,0.0247048,Bacteroides faecichinchillae
28026,0.20752,Bifidobacterium pseudocatenulatum
1265,0.00247048,Ruminococcus flavefaciens
46506,0.0296457,Bacteroides stercoris
1308,0.0197638,Streptococcus thermophilus
410072,0.0321162,Coprococcus comes
204516,0.0321162,Bacteroides massiliensis
208479,0.0938782,[Clostridium] bolteae
387090,0.00247048,Bacteroides coprophilus
1512,0.10129,[Clostridium] symbiosum
1515,0.00988191,Ruminiclostridium thermocellum
261299,0.0642324,Intestinibacter bartlettii
572036,0.00741143,Pedobacter luteus
115979,0.0197638,Bacillus nealsonii
732242,0.00741143,Bacteroides paurosaccharolyticus
43143,0.00494096,Tissierella creatinini
1685,0.0148229,Bifidobacterium breve
2047,0.00247048,Rothia dentocariosa
1133319,0.00247048,Bacteroides reticulotermitis
1522,0.0148229,[Clostridium] innocuum
39492,0.0321162,[Eubacterium] siraeum
28446,0.15564,[Clostridium] propionicum
187327,1.11666,Acidaminococcus intestini
626931,0.0864667,Bacteroides oleiciplenus
287,0.00988191,Pseudomonas aeruginosa
29354,0.00988191,[Clostridium] celerecrescens
288965,0.00741143,[Clostridium] clariflavum
638849,0.00247048,Pyramidobacter piscolens
1506,0.00988191,Clostridium sp.
290055,0.00247048,[Eubacterium] fissicatena
294935,0.00247048,Enterovibrio coralii
1755607,0.0914077,Bacteroides sp. MC_16
574375,0.00741143,Bacillus gaemokensis
166486,0.538564,Roseburia intestinalis
28454,0.00247048,Sphingobacterium multivorum
78342,0.0419981,Bifidobacterium gallicum
1465754,0.0321162,Alistipes timonensis
84026,0.00494096,[Clostridium] methylpentosum
-1,4.86684,Unknown
239935,0.00247048,Akkermansia muciniphila
649724,0.00247048,Clostridium sp. ATCC BAA-442
214856,2.22096,Alistipes finegoldii
29348,0.0741143,[Clostridium] spiroforme
694315,0.00247048,Kofleria flava
28118,0.140817,Odoribacter splanchnicus
78448,0.00247048,Bifidobacterium pullorum
28116,10.46,Bacteroides ovatus
1680,0.0345867,Bifidobacterium adolescentis
871324,0.0148229,Bacteroides stercorirosoris
106648,0.00494096,Acinetobacter bereziniae
29370,0.0469391,[Clostridium] sphenoides
105841,0.00494096,Anaerostipes caccae
61435,0.00494096,Dehalococcoides mccartyi
38402,0.00247048,Erysipelothrix tonsillarum
329854,0.0642324,Bacteroides intestinalis
84030,0.0889372,[Clostridium] saccharolyticum
316068,0.00247048,Leadbetterella byssophila
46503,0.0123524,Parabacteroides merdae
2741,0.00247048,Peptococcus niger
28135,0.00247048,Prevotella oris
216816,0.0494096,Bifidobacterium longum
28901,0.00494096,Salmonella enterica
78343,0.00247048,Bifidobacterium boum
33035,0.00247048,Blautia producta
39484,0.0790553,Eubacterium desmolans
1755626,9.25441,Faecalibacterium sp. MC_41
29375,0.0222343,[Clostridium] xylanolyticum
671267,0.00247048,Bacteroides sartorii
328813,0.0938782,Alistipes onderdonkii
358742,0.00741143,[Clostridium] aldenense
28126,0.00247048,Prevotella buccae
356829,0.00247048,Bifidobacterium tsurumiense
706566,0.00247048,Meniscus glaucopis
218538,0.140817,Dialister invisus
28025,0.00494096,Bifidobacterium animalis
143393,0.0419981,[Eubacterium] sulci
151276,0.0222343,Bacteroides coprosuis
40519,0.0691734,Ruminococcus callidus
35517,0.0148229,[Eubacterium] brachy
39482,0.00247048,[Eubacterium] contortum
35760,0.0148229,Bifidobacterium choerinum
338188,0.0148229,Bacteroides finegoldii
1689,0.00494096,Bifidobacterium dentium
589436,0.00247048,Prevotella fusca
246787,1.04995,Bacteroides cellulosilyticus
189722,0.00247048,Prevotella marshii
371601,0.121053,Bacteroides xylanisolvens
626930,0.229754,Bacteroides fluxus
823,1.22289,Parabacteroides distasonis
310298,0.00247048,Bacteroides coprocola
35833,0.172933,Bilophila wadsworthia
1532,0.00988191,Blautia coccoides
69825,0.293987,[Clostridium] indolis
39485,0.296457,[Eubacterium] eligens
1633,0.00247048,Lactobacillus vaginalis
645466,0.00741143,Anaerostipes butyraticus
1671366,0.00494096,Ruminococcus sp. DSM 100440
397865,0.00247048,Barnesiella viscericola
376806,0.00247048,Bacteroides gallinarum
626932,0.0123524,Alistipes indistinctus
847,0.0296457,Oxalobacter formigenes
1735,0.00247048,Holdemanella biformis
291644,0.00247048,Bacteroides salyersiae
