ncbi_taxon_id,relative_abundance,scientific_name
218538,41.4473,Dialister invisus
39485,7.62504,[Eubacterium] eligens
411489,4.44255,Clostridium sp. L2-50
165179,2.9877,Prevotella copri
1735,2.80619,Holdemanella biformis
328814,2.78659,Alistipes shahii
853,2.58915,Faecalibacterium prausnitzii
1681,2.25084,Bifidobacterium bifidum
1680,2.07036,Bifidobacterium adolescentis
410072,1.98895,Coprococcus comes
88431,1.86071,Dorea longicatena
28116,1.63372,Bacteroides ovatus
658081,1.58981,Lachnospiraceae bacterium 1_1_57FAA
550,1.20141,Enterobacter cloacae
39486,1.05322,Dorea formicigenerans
46506,1.00189,Bacteroides stercoris
821,0.94981,Bacteroides vulgatus
33039,0.87483,[Ruminococcus] torques
291644,0.86262,Bacteroides salyersiae
47678,0.81565,Bacteroides caccae
328813,0.81467,Alistipes onderdonkii
39488,0.7832,[Eubacterium] hallii
40520,0.73593,Blautia obeum
457412,0.73369,Ruminococcus sp. 5_1_39BFAA
820,0.68057,Bacteroides uniformis
1118061,0.67668,Alistipes obesi
1304,0.65297,Streptococcus salivarius
74426,0.54253,Collinsella aerofaciens
751585,0.50257,Coprococcus sp. ART55/1
246787,0.45159,Bacteroides cellulosilyticus
40518,0.44616,Ruminococcus bromii
46503,0.44073,Parabacteroides merdae
158847,0.43457,Megamonas hypermegale
28118,0.4059,Odoribacter splanchnicus
116085,0.35045,Coprococcus catus
216816,0.34891,Bifidobacterium longum
239935,0.33838,Akkermansia muciniphila
665956,0.3087,Subdoligranulum sp. 4_3_54A2FAA
40519,0.26926,Ruminococcus callidus
204516,0.24358,Bacteroides massiliensis
301301,0.2328,Roseburia hominis
39491,0.19618,[Eubacterium] rectale
29466,0.18698,Veillonella parvula
1211819,0.17124,Holdemania massiliensis AP2
471189,0.16903,Gordonibacter pamelaeae
437897,0.16885,Megamonas funiformis
446660,0.16468,Adlercreutzia equolifaciens
53443,0.16324,Blautia hydrogenotrophica
817,0.13958,Bacteroides fragilis
649756,0.13201,Anaerostipes hadrus
33043,0.12209,Coprococcus eutactus
261299,0.10839,Intestinibacter bartlettii
166486,0.10137,Roseburia intestinalis
1288121,0.0959,Alistipes senegalensis
39490,0.09576,Eubacterium ramulus
1625,0.09058,Lactobacillus sanfranciscensis
360807,0.08574,Roseburia inulinivorans
310297,0.07597,Bacteroides plebeius
39496,0.06817,Eubacterium ventriosum
626929,0.06788,Bacteroides clarus
818,0.06741,Bacteroides thetaiotaomicron
371601,0.06536,Bacteroides xylanisolvens
28026,0.05457,Bifidobacterium pseudocatenulatum
169435,0.05417,Anaerotruncus colihominis
1318,0.05392,Streptococcus parasanguinis
658089,0.04805,Lachnospiraceae bacterium 5_1_63FAA
1535,0.0393,[Clostridium] leptum
214856,0.03265,Alistipes finegoldii
1689,0.02664,Bifidobacterium dentium
562,0.02409,Escherichia coli
1583,0.02381,Weissella confusa
1736,0.02335,Eubacterium limosum
61171,0.02082,Holdemania filiformis
28117,0.01921,Alistipes putredinis
1302,0.01754,Streptococcus gordonii
1328,0.01523,Streptococcus anginosus
328812,0.01452,Parabacteroides goldsteinii
208479,0.01316,[Clostridium] bolteae
154288,0.01172,Turicibacter sanguinis
876,0.01121,Desulfovibrio desulfuricans
905,0.01099,Acidaminococcus fermentans
292800,0.00842,Flavonifractor plautii
39777,0.00747,Veillonella atypica
674529,0.0069,Bacteroides faecis
1099853,0.00641,Coprobacter fastidiosus
329854,0.00641,Bacteroides intestinalis
102148,0.00534,Solobacterium moorei
658086,0.00518,Lachnospiraceae bacterium 3_1_57FAA_CT1
40545,0.00506,Sutterella wadsworthensis
39778,0.005,Veillonella dispar
291645,0.00425,Bacteroides nordii
729,0.00386,Haemophilus parainfluenzae
28111,0.00337,Bacteroides eggerthii
665950,0.00248,Lachnospiraceae bacterium 3_1_46FAA
626932,0.00229,Alistipes indistinctus
491921,0.00137,Megamonas rupellensis
338188,0.00127,Bacteroides finegoldii
1305,0.0012,Streptococcus sanguinis
214851,0.00061,Subdoligranulum variabile
154046,0.00018,Hungatella hathewayi
-1,3.63938,Unknown
