ncbi_taxon_id,relative_abundance,scientific_name
310297,13.078,Bacteroides plebeius
457394,11.8815,Bacteroides sp. 4_3_47FAA
853,8.84729,Faecalibacterium prausnitzii
310298,7.46297,Bacteroides coprocola
360807,7.00868,Roseburia inulinivorans
204516,5.7081,Bacteroides massiliensis
820,4.79101,Bacteroides uniformis
28117,4.68721,Alistipes putredinis
46506,4.19604,Bacteroides stercoris
40518,4.12139,Ruminococcus bromii
2053618,4.0692,Unknown
39485,3.00155,[Eubacterium] eligens
821,1.98182,Bacteroides vulgatus
39491,1.78858,[Eubacterium] rectale
487174,1.67821,Barnesiella intestinihominis
28118,1.0853,Odoribacter splanchnicus
33039,0.9881,[Ruminococcus] torques
46228,0.92606,Ruminococcus lactaris
328814,0.92139,Alistipes shahii
46503,0.79877,Parabacteroides merdae
40520,0.69882,Blautia obeum
328813,0.67482,Alistipes onderdonkii
469592,0.58433,Bacteroides sp. 3_1_19
1929485,0.58366,Unknown
562,0.56567,Escherichia coli
47678,0.55624,Bacteroides caccae
410072,0.52869,Coprococcus comes
214856,0.43209,Alistipes finegoldii
457412,0.42925,Ruminococcus sp. 5_1_39BFAA
39486,0.42342,Dorea formicigenerans
28111,0.41957,Bacteroides eggerthii
291644,0.41352,Bacteroides salyersiae
487175,0.31087,Parasutterella excrementihominis
338188,0.30558,Bacteroides finegoldii
74426,0.28764,Collinsella aerofaciens
665950,0.27424,Lachnospiraceae bacterium 3_1_46FAA
1869337,0.22138,Unknown
39496,0.2139,Eubacterium ventriosum
28116,0.20946,Bacteroides ovatus
626929,0.17905,Bacteroides clarus
88431,0.17059,Dorea longicatena
469610,0.16189,Burkholderiales bacterium 1_1_47
1945593,0.14507,Unknown
658081,0.13966,Lachnospiraceae bacterium 1_1_57FAA
216816,0.13635,Bifidobacterium longum
39488,0.13174,[Eubacterium] hallii
166486,0.12386,Roseburia intestinalis
1884818,0.10121,Unknown
371601,0.10033,Bacteroides xylanisolvens
40519,0.09965,Ruminococcus callidus
1680,0.0846,Bifidobacterium adolescentis
573,0.07884,Klebsiella pneumoniae
35833,0.07817,Bilophila wadsworthia
818,0.07573,Bacteroides thetaiotaomicron
446660,0.07487,Adlercreutzia equolifaciens
12908,0.07304,Unknown
39490,0.07173,Eubacterium ramulus
471189,0.06563,Gordonibacter pamelaeae
116085,0.06318,Coprococcus catus
29361,0.05058,Tyzzerella nexilis
246787,0.04916,Bacteroides cellulosilyticus
301301,0.04486,Roseburia hominis
33038,0.03775,[Ruminococcus] gnavus
550,0.03698,Enterobacter cloacae
1930076,0.03521,Unknown
658089,0.03338,Lachnospiraceae bacterium 5_1_63FAA
2049029,0.03131,Unknown
876,0.02882,Desulfovibrio desulfuricans
1288121,0.02732,Alistipes senegalensis
649756,0.02494,Anaerostipes hadrus
1304,0.02476,Streptococcus salivarius
165179,0.0242,Prevotella copri
329854,0.02365,Bacteroides intestinalis
1358,0.02189,Lactococcus lactis
817,0.01882,Bacteroides fragilis
658087,0.01826,Lachnospiraceae bacterium 7_1_58FAA
1535,0.01493,[Clostridium] leptum
1929886,0.01432,Unknown
239935,0.01384,Akkermansia muciniphila
1318,0.01253,Streptococcus parasanguinis
658082,0.01119,Lachnospiraceae bacterium 2_1_58FAA
1926307,0.01075,Unknown
333367,0.00866,[Clostridium] asparagiforme
1896336,0.00848,Unknown
1246,0.00665,Leuconostoc lactis
847,0.00454,Oxalobacter formigenes
208479,0.00443,[Clostridium] bolteae
358743,0.00425,[Clostridium] citroniae
31971,0.00393,[Eubacterium] dolichum
357276,0.00361,Bacteroides dorei
729,0.00358,Haemophilus parainfluenzae
292800,0.00342,Flavonifractor plautii
2049033,0.00298,Unknown
61171,0.00242,Holdemania filiformis
2049042,0.00237,Unknown
29466,0.00218,Veillonella parvula
154046,0.00144,Hungatella hathewayi
291645,0.00048,Bacteroides nordii
546,0.00034,Citrobacter freundii
328812,0.00026,Parabacteroides goldsteinii
28123,0.00017,Porphyromonas asaccharolytica
-1,0.01689,Unknown
